OBJECTID,name,introduction,difficulty,bikingTime,hasAlerts,introductionThumbnail,mountainBikingTrackWebPage,dateLoadedToGIS,Shape__Length
119371,Waiuta to Big River Track,Walk or mountain bike an old benched pack track past old mining sites to Big River Hut.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4661df9c0464510a5440017ab188460.aspx,https://www.doc.govt.nz/link/4a98cb25cca9478fb242ba9b5bb1d5ce.aspx,12/2/2025 8:41:13 AM,10181.3163697537
119372,Murray Creek Track,Walk or mountain bike this loop walk through beech forest and historic goldfields.,"Intermediate, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/732af0b8e5674173975ae948818fb87a.aspx,https://www.doc.govt.nz/link/c221755d8f7c4ef5920be49c125d2e9b.aspx,12/2/2025 8:41:13 AM,9822.1196809588
119373,Rhoboro Track,Climb along Darts Bush Stream.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/e07537a2d43e440fa136892fb18ee148.aspx,12/2/2025 8:41:13 AM,9766.08681756384
119374,Flanagan Pass Trail,A link track from the Greta Stream Track which crosses Flanagan Pass and connects to the Pyramid Track at Darts Bush Stream. It is also possible to 4 wheel drive to Dorcy Airstrip and walk to the Pass from there.,Easy,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/42c639a3cb91406793f3142adaf210b4.aspx,https://www.doc.govt.nz/link/40cb9440a79b40219bc6067640c1c9d1.aspx,12/2/2025 8:41:13 AM,11493.1221231728
119375,Dusky Trail,Trace the Fraser Stream into the foot of the  Ben Ohau Range then traverse the Old Dusky Block to follow the Gladstone and Twizel rivers back out to the Mt Cook Highway.,Easy,3-4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/d1b5cb90c7b34139aae58a7dfb157125.aspx,12/2/2025 8:41:12 AM,23128.7426441147
119376,Blowhard Track,"You can walk or mountain bike up to Mt Richardson Trig on this track.  Motorised vehicles, including motorbikes, are not permitted.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/17130dceb8c94490b79b877698c01b71.aspx,https://www.doc.govt.nz/link/77226813f4a14e7a813907d74d3a817d.aspx,12/2/2025 8:41:12 AM,9508.31143423809
119377,Bypass Track,This track links Richardson and Blowhard tracks.,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/35769dcc8ff2452b98f0ef17fd9959ef.aspx,12/2/2025 8:41:12 AM,2829.19279839811
119378,Potts Hut Track,A track to Potts Hut through tussock-covered terraces.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7ffd90f92797476abaca61e06390e034.aspx,https://www.doc.govt.nz/link/ffb18152ed7347ff87f14fce6a1faec8.aspx,12/2/2025 8:41:12 AM,14466.5915102272
119379,Buicks Bridge to Potts Bridge Track,Travel from the South Branch Ashburton River to the Potts River via Lake Clearwater. This track is part of Te Araroa - New Zealand's trail.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/2d14b746f1f94ec7a453058fb8f18f65.aspx,12/2/2025 8:41:12 AM,21327.8772102712
119380,Mystery Lake Track,"The area around Mystery Lake has steep rocky ‘knobs’ smoothed by passing glaciers, jumbled scree and large Hall’s tōtara.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7e2b2fe6acb8450282ad166f9322edf4.aspx,https://www.doc.govt.nz/link/6cb119d37ffc4733933563f1e1849838.aspx,12/2/2025 8:41:12 AM,11433.7196300129
119381,Huka Falls to Aratiatia Rapids Track,Several times a day the gates at the Aratiatia dam are opened to release the full flow of the river - a spectacular sight from the lookout points. Stay safe and keep clear of the rapids at all times.,Easy,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6a0ec79d2971473490377f12f144f2b2.jpg,https://www.doc.govt.nz/link/7d8f2be1b976470f9ab0da5dbbd7e3ce.aspx,12/2/2025 8:41:12 AM,6212.06284967556
119382,Peregrine Loop Track,The Peregrine Loop Track is a walking and mountain biking track with excellent views of Kawarau Gorge and goldmining heritage sites.,"Advanced, Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a614cba434cc4184856da1e362f08f5c.aspx,https://www.doc.govt.nz/link/f647f2efa41941668ce7f4ca069e08d6.aspx,12/2/2025 8:41:11 AM,10808.6211630131
119383,Flat Top Hill Tramping Track,"This loop track is an extension of the Basin View Tramping Track. It has a 300 m climb 
with extensive views.",Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f616029f9b5d4bb3b328cff488414e11.aspx,https://www.doc.govt.nz/link/e9a6e6d1872149b29492f8d5b2ae57b1.aspx,12/2/2025 8:41:11 AM,5666.11921973844
119384,Cairnmuir Hill Track,An all-day walk from Clyde to Bannockburn over the crest of the Cairnmuir Mountains.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/498cb6ccb1d04173a6ffdd10ba19f6a9.aspx,https://www.doc.govt.nz/link/f3d4163940114fc59748f0bc2dd13912.aspx,12/2/2025 8:41:11 AM,20606.9976574436
119385,Hikuwai Link Track,"A popular, gently-graded link track that connects Gunn Road with the Outlet Track.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/edc7868dccd54d4e8252c772ee0c4d3c.aspx,12/2/2025 8:41:11 AM,613.201910393911
119386,Outlet Track,A picturesque riverside walk along the Clutha River/Mata-Au. This track is part of Te Araroa Trail.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7a98fd35b3cd4991b900d0e8addc514a.aspx,https://www.doc.govt.nz/link/e39fa97d0a2e4f3bbdd5f49d51a4193d.aspx,12/2/2025 8:41:11 AM,3106.41022359002
119387,Prospect Hill Track,"From this track on a clear day you can see the Manuherikia basin, the Old Woman, Dunstan and Raggedy ranges.",Advanced,3–4 hrs,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/437ad985572f43208accecf2f86a8d71.aspx,https://www.doc.govt.nz/link/b41d83cd0dda40a69432d55630ad9896.aspx,12/2/2025 8:41:11 AM,10059.5683993547
119388,Omeo Gully Track,"Omeo Gully Track goes through one of Otago’s highest, most isolated gold fields. View distinctive gold workings on high sluice faces, deeply riveted tail races, tall stacked tailings and the remains of dwellings.",Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b04e623bdcf4459a9a5af76920b9ec51.aspx,https://www.doc.govt.nz/link/7f258dfa31304a46babe0c3dea519c24.aspx,12/2/2025 8:41:10 AM,9270.14149390273
119389,Kopuwai Track to Sisters Track,"Centred in the heart of the Kopuwai Conservation Area, this track follows along the rolling tops of the Old Man Range.",Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/04824c563ebc44cc8cf147eb30e827cd.aspx,https://www.doc.govt.nz/link/29e10240db26428bab0c680fdd17b7ff.aspx,12/2/2025 8:41:10 AM,7713.03081656606
119390,Obelisk Loop Track,"This loop starts from the highest point on the range at Kopuwai. On a good day, you can see as far out as Rakiura/Stewart Island, Aoraki/Mt Cook, and Mt Aspiring/Tititea.",Advanced,2 to 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a95fc154b23e402c84c828aa7922ad27.aspx,https://www.doc.govt.nz/link/7e3878d5a71f4d4a93692ee12950c347.aspx,12/2/2025 8:41:10 AM,9807.02740878724
119391,The Sisters Track,"Tramp through herb fields and snow tussock while enjoying great views of the Alexandra basin, Old Woman Range and The Remarkables Mountain range.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/cef4cf62504240f594d8e1a36767e5eb.aspx,12/2/2025 8:41:10 AM,4060.57311367296
119392,Hāwea River Track,"Suitable for all ages and experience levels, this gentle riverside track links Albert Town to Hāwea. This track is part of Te Araroa Trail.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/99a100a9ae994b4db91fee4b0f0bc582.aspx,https://www.doc.govt.nz/link/c30efd97d798400abc217bf68d270291.aspx,12/2/2025 8:41:10 AM,5332.37197658115
119393,"Potters No. 2 Tramping Track, Huts to Grave",This is a short tramping track through the protected historic site in the impressive landscape of the Campbell Creek catchment.,Intermediate,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/418aa7fc92ce4ae493c503a2f3b2e707.aspx,https://www.doc.govt.nz/link/476cc1ae6dcd4e81bace0ee7b0468765.aspx,12/2/2025 8:41:09 AM,1305.30646059804
119394,Luggate Creek Track,"This short, easy amble leads from Luggate township down to the Clutha River.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d5cb34d08cab4cf3b25929cd795058f5.aspx,https://www.doc.govt.nz/link/1a92c8f77e4d4415bedcca17549b6461.aspx,12/2/2025 8:41:09 AM,947.11123780136
119395,Nicholsons Track,This short track takes you from the top of Symes Road through beautiful tussock country to Nicholson Hut.,Advanced,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/54af4a7b11254aeba502b728823b8860.aspx,https://www.doc.govt.nz/link/612be1935cb047148adc219cf27fc0cd.aspx,12/2/2025 8:41:09 AM,2666.27676512249
119396,Rockvale Track,The northernmost access track to the Rock and Pillar Conservation Area.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/3cadadb5ffae495285085e54c293fcf6.aspx,12/2/2025 8:41:09 AM,4572.3923803743
119397,Stonehurst Track,Go up and over the Rock and Pillar Range.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eda55647f6b24f82a92e4ecfeda68eb0.aspx,https://www.doc.govt.nz/link/63db06c283484662bb968e4bbafd2f1f.aspx,12/2/2025 8:41:09 AM,13458.5036609076
119398,Newcastle Track,Suitable for biking and walking this track follows the true left of the Clutha River from Hāwea River swing bridge to Kane Road.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bc6052d1c403462699cabd7c4cf5ce61.jpg,https://www.doc.govt.nz/link/6e14c2d3d624487b97ba19b4d0434757.aspx,12/2/2025 8:41:08 AM,13564.7206318042
119399,Little Criffel Track,This track is in the Pisa Conservation Area which lies between Wānaka and Cromwell.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/31884c4fe55541838f561984ff43e522.jpg,https://www.doc.govt.nz/link/8b5039f6d6c846a5832de6a08cf45a95.aspx,12/2/2025 8:41:08 AM,16768.7366603493
119400,Pukaki Flats walk,The Pukaki Flats walk goes over an open block of hard tussock grasslands just north of Twizel. This track is part of Te Araroa Trail.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/51e2fc0855db47f499bfdbe059a5bb49.aspx,https://www.doc.govt.nz/link/5ac09d60fae2463e95cb4567b737405b.aspx,12/2/2025 8:41:08 AM,8402.30766622041
119401,Greta Track,Pass by fellfields (blocky scree) and short rock bluffs above Gretas Stream. This track is close to Lake Ōhau.,Advanced,4 to 5 hrs,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/719f346267d2499a909023732eb20894.aspx,https://www.doc.govt.nz/link/d93c2588da974f0399ab56c34cf7d7aa.aspx,12/2/2025 8:41:08 AM,15637.8633422152
119402,Maunga Kākaramea Loop,Ride through a geothermal field with this series of tracks that connect to form a mountain biking loop.,"Easy, Advanced",3.5 hours,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d78c8bfe44944c19be3e273e374178c0.aspx,https://www.doc.govt.nz/link/fd13ae10c8614c86a1ffa14c96f47152.aspx,12/2/2025 8:41:08 AM,6269.12684789679
119403,Cowans Hill Track,"The track passes through exotic forest, open tussock country and past small tarns where wetland birds may stop to feed. It is suitable for walkers and mountain bikers.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/70aa8ad4a7f84bb9a1d9cbde545fea02.aspx,https://www.doc.govt.nz/link/4c6f469435f14bf4b4decd01806079c1.aspx,12/2/2025 8:41:08 AM,3289.02995923239
119404,Tenahaun Conservation Area tramping tracks,The Tenahaun Conservation Area includes walks in the Moorhouse Range and Rangitata Gorge. The Moorhouse Range can be mountain biked along the easement only.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6b8ea6c5126b47308dab6031fdc0d177.aspx,https://www.doc.govt.nz/link/f5bd0d12adee463c8770d0205e31cd0d.aspx,12/2/2025 8:41:07 AM,13485.9578970234
119405,Tarnbrae Track A2O,"Traverse glacial terraces through Freehold Creek beech forest. Part of the Alps 2 Ocean (A2O) Cycle Trail, the high point on this track and offers fabulous views of Lake Ohau and the surrounding country.",Intermediate,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7497a2587a45412799173ec526c5b9c5.aspx,https://www.doc.govt.nz/link/2cc3e6cbc16448c192b87f74ed99b2b6.aspx,12/2/2025 8:41:07 AM,21541.7991309559
119406,Aorangi Crossing,Cross the Aorangi Range from Putangirua Pinnacles to Cape Palliser.,,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8db841669da34d2cb0022a0d74981118.aspx,https://www.doc.govt.nz/link/21ba0f4e55b94e8091dbe4041ecd99b8.aspx,12/2/2025 8:41:07 AM,24622.2070110796
119407,Paparoa Track: Pororari Hut Track,Walk to Pororari Hut for 360 degree views and experience a shorter (overnight) version of the Paparoa Track Great Walk.,Advanced,2 hr 30 min - 3 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9eaa61290df24dc09816cf5c0e20de9d.aspx,https://www.doc.govt.nz/link/85086d4dd19847a18b9a5d27b6e2ff75.aspx,12/2/2025 8:41:07 AM,15217.485456559
119408,Rock Peak Track,Get great views from this track at the southern end of the Pisa range. ,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/07b1dec0d6cd4f87afe653208da85d6b.jpg,https://www.doc.govt.nz/link/34a868bf9e1a40a4871acbc026b5ab6c.aspx,12/2/2025 8:41:07 AM,3868.42938125737
119409,Mount Robertson tracks,"Mountain bike or walk through mature and regenerating forest, with the option to visit the Mt Robertson/Tokomaru summit.","Intermediate, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/089c4f0c51194e1687ed2645eb43c8fe.aspx,https://www.doc.govt.nz/link/bf82d00630864532a3288880bad628d0.aspx,12/2/2025 8:41:07 AM,10159.9708816432
119410,Waitahu - Murray Connecting Track,This historic pack track links Murray Creek with Waitahu valley. It's part of a popular mountain biking circuit.,Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/87aec032aaec4601886213c3fab92edf.aspx,12/2/2025 8:41:06 AM,2508.35867444235
119411,Paparoa Track,"The Paparoa Track crosses the Paparoa Range. It takes you through alpine tops, limestone karst landscapes, thriving rainforests and provides breath-taking views.",Advanced,2 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ac46719fbdfd477c9c1931272c6eba1d.aspx,https://www.doc.govt.nz/link/c53005d1c8424e24bade48f61c977f31.aspx,12/2/2025 8:41:06 AM,51244.5107958084
119412,Arawata Bridle Track,The Arawata Bridle Track follows part of the original bridle trail that connected Queenstown and Glenorchy.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2bbcde704dd24345b53b72c5a6b2e49c.aspx,https://www.doc.govt.nz/link/e91d0feffcbf4a1c9f420d4ecbdfddfb.aspx,12/2/2025 8:41:06 AM,1450.52976018785
119413,Awa Nohoaka Conservation Area access tracks,"Short tussock and pasture grasslands contrast with grey shrublands, dry shrublands and kanuka shrublands make up this unique conservation area.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/dde603b4e7aa4cd4aa87ed4790560f78.aspx,12/2/2025 8:41:06 AM,14204.9960173282
119414,Carrick Range access tracks,"Rising above Bannockburn and rich in goldmining history, the Carrick Range is one of the most accessible mountain ranges in Central Otago. These tracks take you to three conservation areas and two historic reserves.","Intermediate, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c033c329ceb4455bbfa13cc14cecd6cb.aspx,https://www.doc.govt.nz/link/e0f53b510fb741598493aaee5d13ed7a.aspx,12/2/2025 8:41:06 AM,15587.2513538267
119415,Mt Difficulty tracks,"Enjoy fantastic views of Gibbston Valley and Cromwell basin along the way, and out to the Doolan mountains from the top.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0bc29a90b191429abd656f8884e890be.aspx,https://www.doc.govt.nz/link/baeeb29d53064382900303f2b24c3600.aspx,12/2/2025 8:41:06 AM,40912.4897460064
119416,Slapjack Saddle Track,"Journey through the Carrick Range, past the spectacular Long Gully bluffs. There are brilliant views from the tops and golden colours in the lower reaches during autumn.",Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e70912ec0c0d476e800005820b1bf180.aspx,https://www.doc.govt.nz/link/0417058bdb664d0fb4afbb49750a6047.aspx,12/2/2025 8:41:05 AM,18386.6989691371
119417,Moerangi Track,This shared-use track includes an overnight stop at an historic hut and amazing views from the top of the Moerangi saddle (955 m). Listen for the piercing calls of kiwi at night.,Intermediate,5 - 7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dc8720b664c14547b81e626f861eb82c.aspx,https://www.doc.govt.nz/link/fee352fc1c724846b03b2f80f97db391.aspx,12/2/2025 8:41:05 AM,30509.5572812817
119418,The Old Ghost Road,"This old gold miners' road is being revived as a tramping and mountain biking track. It traverses native forests, tussock tops, river flats and valleys with stunning views of the magnificent Mōkihinui Gorge and surrounds.",Advanced,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b04c9912e5ff434fad9719e838962f34.jpg,https://www.doc.govt.nz/link/800078095e7c48e4b5d7ad132aa1a32d.aspx,12/2/2025 8:41:05 AM,75321.7535236176
119419,Hunter Valley tracks,"The Hunter River Valley is part of the Hāwea Conservation Park and nestled between the Young and Huxley ranges. Its open grasslands, braided river system and deep canyon gorges offer remote seekers a beautiful but challenging backcountry experience.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b4dbd14c878243369b4f76a20db4db85.aspx,https://www.doc.govt.nz/link/d9450a04afaf4fd8a20886888b816c15.aspx,12/2/2025 8:41:05 AM,12474.0423041542
119420,Waihāhā Hut Track,Walk to Waihāhā Hut for a short overnight trip.,Intermediate,2-3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/61394398f99e4c5f974b3da4a66a430d.aspx,https://www.doc.govt.nz/link/19c444548ae84d99a79467dd2e83faff.aspx,12/2/2025 8:41:05 AM,9255.44464704951
119421,Tirohanga Dunes Trail,"On this easy, beautiful trail, you’ll enjoy panoramic views of the Pacific Ocean, Whakaari/White Island, Moutohora/Whale Island and towards East Cape.",Easy,2-3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fa94106705a4491c926dc662c44cbba1.jpg,https://www.doc.govt.nz/link/5e24165eac8e48578628370a885a863c.aspx,12/2/2025 8:41:05 AM,4521.37816552473
119422,Waikakaho/Cullen Creek Track,"This walkway follows an old goldminer's trail across the range between the Wairau Valley and Linkwater. It can be walked or ridden in one day, but you will need to arrange transport between the road ends.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ea8ce0e9e7714962ab5d183aba221075.jpg,https://www.doc.govt.nz/link/725aa76dad0345abaf8c50f58a5f7e2c.aspx,12/2/2025 8:41:04 AM,13638.73984172
119423,Okiwi Bay Seaward Valley Track,Walk or mountain bike through varied vegetation and enjoy ocean views.,"Intermediate, Advanced",4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ee4dad95e9314562a5f0059e63e95c21.jpg,https://www.doc.govt.nz/link/8efabd28e64248b984440089a3b21939.aspx,12/2/2025 8:41:04 AM,13053.8408616999
119424,Minaret Burn Track,"This walk passes through native forest and bush, crossing burns (streams) and giving access to Lake Wānaka itself. This track is suitable for walking, mountain biking and horse riding.",Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5a265b195f0a4c2ea5ece5cacd0c0536.jpg,https://www.doc.govt.nz/link/986e18290545415bbc6cae32f497708c.aspx,12/2/2025 8:41:04 AM,21981.622632337
119425,Lake Roxburgh Walkway,This historic trail follows an old bridle path that transported coal to the gold mining dredges 1890s-1930s.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dcf9e8ec31a640c8892ef2eaa5a96341.aspx,https://www.doc.govt.nz/link/6b493d71745c4ca88ed5912cc3388292.aspx,12/2/2025 8:41:04 AM,9380.18839876541
119426,Dingle Burn Peninsula Track,The Dingle Burn Peninsula Track is a pleasant walk to the Turihuka Conservation Area. It also provides access into Hāwea Conservation Park via the Dingle Burn and Hunter River Tracks. ,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e9e3ed3a485a4a0fb6fb1ba8522eb8ca.jpg,https://www.doc.govt.nz/link/76f9c9957c814173bcec4ee338404189.aspx,12/2/2025 8:41:04 AM,12051.860450294
119427,Patutu Route,Climb to the summit of Patutu (1162 m) for great views of the coast and the North Island.,"Intermediate, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cd558c00752b4089b2272814aea384f9.jpg,https://www.doc.govt.nz/link/4ae300645f194cfcb9083242b35e5fdd.aspx,12/2/2025 8:41:04 AM,4832.00475463236
119428,Baikie Hut Track,Baikie Hut makes a great picnic or overnight venue.,Easy,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4d07f537131840b9b35211a18d4f31cd.jpg,https://www.doc.govt.nz/link/cea113c8070044ffbc99d79c392eb15d.aspx,12/2/2025 8:41:03 AM,4112.01756403503
119429,Yeoman's Track,This forest track follows an old route where logs were once hauled to Yeoman’s Mill. It is open to walkers and mountain bikers.,Intermediate,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2674702f37c946c18ad2393d5c1b960c.jpg,https://www.doc.govt.nz/link/16daf5fdc3954f9bb423d64d21911c2b.aspx,12/2/2025 8:41:03 AM,5748.567137875
119430,Whirinaki Forest Mountain Bike Track,The Whirinaki Forest Mountain Bike Track is purpose built and weaves through one of the most spectacular and interesting forests in the world.,"Easy, Intermediate",2 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9ae86ddd0d5b40b3902fd9f1809bdee4.jpg,https://www.doc.govt.nz/link/23928f59a93544d7a0e78bc8d3b845ed.aspx,12/2/2025 8:41:03 AM,14780.5879526641
119431,Wharfedale/Townshend Track,"Follow this track to Wharfedale Hut by walking, mountain biking, or horse riding.","Easy, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1431588cbd83477fb85202c7b3383981.jpg,https://www.doc.govt.nz/link/5266695c04254d5e90043f5d16c8ba8a.aspx,12/2/2025 8:41:03 AM,14194.9666028019
119432,Whareroa Farm tracks,"Enjoy regenerating shrubland, coastal views and kohekohe forest on these walks that are suitable for children.","Easy, Intermediate",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7b0cff4090bb432e8f51c9c1200f29e1.aspx,https://www.doc.govt.nz/link/bfe1b5d8f68848ccbc917d22ce44a304.aspx,12/2/2025 8:41:03 AM,7814.04691404356
119433,Whakaipo Bay tracks,Walk or ride over the headland between Whakaipo and Whangamata bays and enjoy the lake views and native bush.,Intermediate,2 hr | 3 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b2925ca288b84a4289b7a77f79a71583.jpg,https://www.doc.govt.nz/link/3ba7bae863dd4041a27973a32cabc3f0.aspx,12/2/2025 8:41:03 AM,22125.1279129902
119434,Western Ōkataina Walkway,Western Ōkataina Walkway is open for both walking and mountain biking.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/53b4f7d1ff6e41ab841387caa56ac5d4.aspx,https://www.doc.govt.nz/link/ca94e06d91cf4b25a541f8c66cd36858.aspx,12/2/2025 8:41:02 AM,19518.6349082604
119435,Wakamarina Track,Follow in the footsteps of old goldminers on the Wakamarina Track to cross the Richmond Range from the Wairau Valley to the Wakamarina Valley.,"Intermediate, Advanced, Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/78de61ad468c406bb25e364ef01008f3.aspx,https://www.doc.govt.nz/link/e50df35252a04e5ab01372af5a5f22df.aspx,12/2/2025 8:41:02 AM,20542.2115700847
119436,Wairepo Kettleholes Track,Wairepo Kettleholes provide a feeding area for both native and introduced birds. ,Easy,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c915c820c5b44aa18d51ad51f9277ccc.jpg,https://www.doc.govt.nz/link/df0cc6d08ae944cb8d8ffde71f27870b.aspx,12/2/2025 8:41:02 AM,2688.62334030093
119437,Waihāhā and Waihora tracks,"Explore the remote bush, cliffs and waterfalls of the Western Bays of Lake Taupō. Normally accessible only by boat, these trails take you through a variety of landscapes with fantastic lookout points.",Intermediate,1 hr 30 min | 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/69e9c51015b94c888101d16564a63736.jpg,https://www.doc.govt.nz/link/debab29dec5346c1980ddb3aa7799886.aspx,12/2/2025 8:41:02 AM,24373.9158397423
119438,Upper Clutha River Track,Walk or cycle along the banks of the Clutha River near Lake Wānaka.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5c8df8c768b54e60ae65fac856af0cb7.aspx,https://www.doc.govt.nz/link/49ab448996454560b386d7397e45c130.aspx,12/2/2025 8:41:02 AM,18200.7885524404
119439,Twizel River Trail,This is a lovely walk alongside Twizel River.,Easy,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9a7154eecd7944e28a648506487bc215.aspx,https://www.doc.govt.nz/link/730cded735ca4c30895a5ccb7e876dd7.aspx,12/2/2025 8:41:02 AM,11116.105128975
119440,Twelve Mile Delta to Bob’s Cove Track,"Follow the shore of Lake Wakatipu and enjoy lake views, native bush and ancient marine sediments. Twelve Mile Delta was a location for Lord of the Rings' Ithilien Camp.",Easy,90 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7bc428c226594697b49667d7bcee0bfa.jpg,https://www.doc.govt.nz/link/4b62425b23304f29951a1adc3da73f1c.aspx,12/2/2025 8:41:02 AM,6633.84065932666
119441,Tuhoto Ariki Trail,Specifically designed dual use trail through native bush with great downhills and some decent climbs for the mountain bikers. Starts from the highest point in Whakarewarewa Forest.,Advanced,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5345834f907643b091a838d01aa44f2b.jpg,https://www.doc.govt.nz/link/1a8f574f7cef406a92282525a6dcb1a4.aspx,12/2/2025 8:41:01 AM,3532.1965045417
